age,weight,height,income_lpa,smoker,city,occupation,insurance_premium_category
57,98.0,1.87,18.168389402225458,False,New Susan,student,Medium
23,73.0,1.55,2.556771754264563,False,New Robertfort,retired,High
22,67.4,1.76,42.75536433240596,True,Johnstonburgh,government_job,Medium
45,114.7,1.89,41.7026600393324,False,Reneebury,private_job,High
44,114.1,1.81,37.128277661971545,True,South Marybury,student,Medium
57,102.1,1.86,16.58683918110794,False,Alexisside,retired,Low
41,63.4,1.85,3.660622580163569,True,Jonesfort,student,Low
30,67.2,1.88,16.27186480613002,False,Kevinside,student,Medium
28,87.9,1.73,4.718999222452035,True,Stefanieside,business_owner,Medium
21,99.8,1.78,41.53022508016157,True,East Michaelburgh,private_job,Low
23,109.2,1.69,0.6584661337582208,True,West Oscar,freelancer,Medium
45,57.7,1.71,30.038090225697484,False,Richardtown,business_owner,High
73,81.3,1.55,33.749131859680354,False,Mejiahaven,retired,High
74,71.5,1.72,31.121396404704356,True,South Zacharyview,business_owner,Medium
24,59.1,1.63,3.9584921625449456,False,Bartonfurt,government_job,Low
53,105.3,1.69,30.807358357854813,False,Aaronmouth,business_owner,High
31,109.8,1.69,22.502762624303585,False,Belindatown,business_owner,Medium
64,106.4,1.87,0.9229312993455526,False,New Markfurt,retired,Medium
60,55.3,1.76,41.98736975661095,True,Yoderton,freelancer,High
31,81.8,1.61,1.88186552267327,True,Jamieside,retired,Low
63,53.5,1.67,6.333228002721909,True,Smithstad,business_owner,Low
24,69.8,1.59,1.4100196715073978,False,North Alyssabury,freelancer,Medium
53,59.6,1.83,13.765352150168688,False,Christophermouth,business_owner,Low
36,118.3,1.83,8.07325002556458,False,Martinezberg,retired,Medium
44,61.5,1.76,0.7321894349275582,False,Port Deborah,freelancer,Low
26,77.2,1.9,35.353916042925576,False,South Rebecca,private_job,Medium
61,107.0,1.65,2.478527749445045,False,Weissland,retired,Medium
42,72.9,1.6,2.009910425459901,False,Port Kim,freelancer,Low
29,106.4,1.59,2.184775868576049,True,East Joan,private_job,Medium
68,108.8,1.9,24.39298868140556,True,Morganchester,business_owner,High
25,102.3,1.59,40.10244153721139,False,East Davidbury,unemployed,Medium
66,107.2,1.85,31.736031324553974,True,Port Jonathantown,business_owner,Low
67,55.8,1.9,35.4341486936537,False,East Maria,student,Medium
60,54.6,1.78,29.07070732328144,False,Carrieton,student,Medium
70,55.9,1.71,1.0424965350267086,False,Lake Davidport,retired,Medium
67,115.3,1.69,11.92901130716389,False,Nicoleport,government_job,Medium
23,56.7,1.55,20.99117534400248,False,Meganland,unemployed,Medium
57,107.7,1.77,0.8737731958383231,True,North Tracimouth,retired,Low
24,65.8,1.76,4.961087607982836,False,Toddton,student,Medium
75,91.3,1.73,4.014913659658163,False,New Teresaberg,retired,High
60,51.3,1.87,1.7195036715362069,False,Jonesstad,business_owner,Low
60,60.8,1.54,6.596253135008324,True,East Matthew,government_job,Low
51,51.9,1.6,31.49128730097384,False,West Zacharybury,unemployed,High
38,53.1,1.62,48.32430269421828,True,South Luis,unemployed,Low
44,55.7,1.57,36.51930533109043,False,East Stephen,private_job,High
61,78.5,1.67,46.88938421297201,False,Moorebury,unemployed,Medium
46,104.4,1.86,27.76937701688488,True,North Elizabeth,private_job,Low
36,72.7,1.64,26.36425835390281,True,Andreport,private_job,High
33,74.1,1.74,0.6412815766487385,False,Port Vanessabury,retired,Low
34,110.3,1.76,34.85125804490589,False,South Jennifer,government_job,Low
29,108.3,1.53,41.93899434509565,False,Leemouth,private_job,High
33,119.7,1.61,1.035533848791191,False,Vanceberg,retired,High
65,64.0,1.73,47.95517877895501,True,Mooreville,unemployed,High
35,72.3,1.73,35.42041371803856,True,Raymondberg,freelancer,High
30,63.7,1.59,32.48882856559174,False,Port Charles,student,Medium
21,73.9,1.83,11.015122854545698,False,Yuside,business_owner,Medium
71,63.0,1.81,33.775895836826166,False,West Cesarborough,retired,Medium
28,110.9,1.9,4.059772413773152,False,West Ryanton,business_owner,Medium
72,98.3,1.54,1.6506462683368488,True,New Ryanhaven,retired,High
56,112.2,1.6,0.6937077316532977,False,Simsborough,retired,High
67,118.4,1.83,12.07136251455291,True,North Mark,freelancer,Medium
39,81.2,1.9,35.130566823883235,False,East April,private_job,Medium
54,79.2,1.75,1.0961853772961128,True,East Jenniferbury,freelancer,Low
54,76.0,1.78,22.432158446282383,True,North Samuel,unemployed,Medium
35,110.5,1.59,38.2733290613774,True,Jonesburgh,private_job,Medium
45,61.3,1.78,17.64409765645828,True,Brandihaven,unemployed,Low
22,55.2,1.6,6.057601729941836,False,Barbertown,private_job,Medium
40,96.6,1.54,1.9478449662224624,True,South Douglasview,freelancer,Medium
42,108.2,1.59,40.58009002234432,False,Smithmouth,government_job,High
72,82.4,1.8,31.466554401016243,False,Lisafort,government_job,High
65,115.9,1.87,48.08843815912322,False,Darrellview,government_job,High
55,97.9,1.61,14.43748872634086,True,Wendyborough,retired,Medium
33,80.3,1.65,2.693523991717921,False,Petersonfort,business_owner,Medium
69,51.7,1.74,15.0089823813486,False,South Kevin,unemployed,Low
33,54.7,1.76,31.759076910306877,False,Carlyhaven,business_owner,High
57,73.9,1.59,2.7237141147294555,False,New Debra,government_job,Medium
60,110.9,1.79,4.590646840563441,False,Jamesville,retired,Medium
42,87.7,1.69,41.54077664942929,False,East Jaymouth,freelancer,High
47,113.5,1.85,5.279543620989934,False,Castroberg,freelancer,Medium
44,91.7,1.58,6.668974412312801,False,West Williamview,freelancer,Low
31,91.9,1.61,14.490214062131418,True,East Dianamouth,student,Medium
37,59.2,1.68,28.260179364482227,False,Hicksshire,business_owner,High
41,93.9,1.56,26.74093328345248,False,Karenburgh,freelancer,Low
46,79.1,1.89,34.03040744703511,False,Smithport,unemployed,High
28,92.2,1.82,46.97022183160048,False,Jessefurt,unemployed,Medium
45,91.9,1.74,20.175353422717706,False,New Deborahland,unemployed,Low
20,92.5,1.58,4.787415337298571,False,Lake Karina,retired,High
71,77.5,1.71,0.6248558368706546,True,Terriberg,retired,High
31,54.0,1.7,37.723827863877744,True,Lopezside,private_job,High
71,116.3,1.57,1.960877839410984,False,New Caitlin,freelancer,High
60,66.3,1.64,37.82000496361351,False,South Cole,retired,Medium
37,110.5,1.8,21.16288009323528,True,Hatfieldbury,private_job,High
51,89.7,1.61,10.835815138294908,False,New Dawn,government_job,Low
73,77.6,1.55,8.65483268584859,True,Douglasfurt,unemployed,Low
20,63.3,1.9,11.187908723635012,True,Clementsstad,private_job,Low
31,66.5,1.9,22.677592483230715,False,Webbton,business_owner,Low
61,51.3,1.85,19.17268271666289,False,East Johnville,retired,Medium
73,119.3,1.58,6.43049933988679,False,Mitchellshire,retired,Low
73,72.2,1.62,0.9430268371697664,True,Whiteville,freelancer,Low
43,107.2,1.79,45.51534926648781,True,Scottland,freelancer,Low
39,62.6,1.59,29.53372683802936,False,Smithton,business_owner,Medium
45,52.5,1.6,16.169240703206835,False,Ashleyton,business_owner,High
43,56.7,1.6,0.5765576136797883,False,North Patrickton,business_owner,Low
52,64.6,1.9,16.728316555363897,True,North Justin,student,Low
57,54.1,1.88,1.3687655667641965,False,North Meghan,unemployed,Low
58,108.6,1.69,4.288700641205095,False,New Reneetown,retired,High
62,58.7,1.76,2.0734500665668376,False,East Joseph,retired,Low
44,61.7,1.9,10.21516147330336,True,South Natalie,student,Medium
66,60.9,1.72,3.4899441488503955,False,Jorgeton,freelancer,Low
56,109.8,1.54,45.11314800548203,True,Lewisview,student,Medium
60,90.9,1.88,18.86290267962241,False,South Andreaborough,unemployed,Medium
54,112.5,1.87,4.1571253219051005,False,New Ashley,retired,Medium
42,54.2,1.89,38.93885399560895,False,West Michaelshire,private_job,High
69,84.2,1.81,14.222792248299267,False,Mckenziebury,student,High
73,89.0,1.66,3.8247621784913863,True,Jodibury,retired,Low
34,115.2,1.8,30.730871447068484,True,Charlesmouth,retired,Medium
35,103.7,1.63,15.040144681723389,True,Ravenborough,private_job,Low
58,93.3,1.77,28.828429010411774,True,Micheleport,student,High
30,99.4,1.56,0.8593838723413938,False,New Katherine,freelancer,High
74,53.6,1.86,5.510064136762802,True,Lauraport,freelancer,High
54,119.8,1.69,4.20828786214677,False,Ronaldstad,retired,Low
42,105.6,1.77,43.810794811462,True,South Allenfort,business_owner,Low
46,109.3,1.9,22.958328001052337,False,Vincentfort,private_job,Medium
72,76.2,1.89,37.39054711640417,True,Danielborough,retired,Medium
63,88.3,1.53,0.6511123575585007,True,New Michael,retired,Medium
19,66.4,1.56,0.9220564419572304,False,Stephensberg,business_owner,Medium
63,59.2,1.88,0.6619383900517181,True,Shortfurt,retired,Medium
63,52.7,1.66,26.174327814201146,True,East Nina,business_owner,High
27,92.9,1.82,14.455120307566313,True,Lake Laura,retired,Medium
37,95.5,1.79,8.802641265135389,False,Howardland,retired,High
23,93.8,1.7,1.4851691338360054,True,Roberttown,retired,Medium
69,53.2,1.84,42.24605348982438,True,Jenniferchester,freelancer,Medium
51,61.8,1.64,47.215148976046045,False,New Jessica,private_job,Medium
20,53.4,1.86,6.356181760132286,False,North Erin,retired,Medium
24,114.1,1.83,12.25935662069042,False,Lucasmouth,government_job,Medium
65,92.3,1.88,9.68411132882013,False,Lake Shawn,student,High
23,67.5,1.72,41.33775269802003,False,Lake Jenny,business_owner,Medium
67,118.0,1.81,6.689666974754628,False,Port Lance,retired,Low
68,107.5,1.64,0.6182280125620623,True,Burkefurt,retired,High
32,107.5,1.82,7.093487238638986,False,Mirandafurt,student,Medium
70,74.8,1.7,41.27393789107771,False,Johnchester,private_job,High
26,78.5,1.75,46.75845718453452,True,North Isaacborough,business_owner,Medium
74,52.8,1.8,46.7185018493109,True,West Stephanieburgh,unemployed,High
71,106.1,1.85,40.14282351068037,False,North Natasha,freelancer,High
59,107.3,1.64,1.0628055434303958,True,North Kevin,student,Medium
48,90.2,1.82,1.6298582633616794,True,Port Kristen,retired,Medium
58,82.2,1.85,28.310029609162385,True,South Rhonda,retired,High
36,54.9,1.88,0.6835935685133869,False,South Devintown,student,Medium
52,87.1,1.64,9.18775693152802,False,South Scott,retired,Medium
38,71.2,1.59,19.58303921181888,True,Antonioburgh,government_job,Low
33,86.2,1.8,27.88390008241172,False,Shafferland,private_job,Medium
37,113.3,1.69,3.0080643986759825,False,Port Christina,retired,High
28,51.5,1.76,18.80117254189282,False,Lake Karen,unemployed,Medium
37,119.8,1.81,10.379307690993029,True,Jacksonhaven,government_job,Medium
53,61.4,1.73,27.62749979593128,False,Lake Christopher,private_job,Low
74,81.9,1.66,6.926811844148577,True,Janiceshire,retired,High
58,112.1,1.88,40.07497000659468,False,Port Holly,private_job,High
73,104.8,1.85,17.12745899230221,True,South Michaelside,retired,Low
55,70.7,1.86,2.780411176905402,False,East Sherry,freelancer,Low
65,101.2,1.63,36.35404296859452,False,South Ralphborough,retired,High
56,106.1,1.53,38.49244506873218,False,Tylerchester,government_job,Medium
73,64.8,1.83,5.412774079271123,True,West Mary,retired,Low
56,108.7,1.71,35.25143694707175,True,Mcbrideport,government_job,High
66,109.1,1.61,3.2332421080668707,True,South Tiffanychester,retired,Low
29,63.0,1.7,7.254352737411898,True,Hillbury,unemployed,Low
55,118.3,1.68,21.75077651652843,False,Jonesstad,business_owner,High
59,55.8,1.63,15.196706853761114,True,West Linda,student,Low
71,70.1,1.64,22.297618478108276,False,Gomezport,retired,Low
30,114.7,1.75,26.8380959823179,False,Rosestad,retired,Low
32,108.3,1.53,0.6043286052581638,False,West Lance,government_job,Medium
30,63.9,1.86,33.19178698187347,False,Johnsonland,government_job,Medium
24,52.0,1.89,20.72750195500403,False,East Christinehaven,student,Medium
22,71.7,1.79,46.8987155458989,True,South Jocelynbury,unemployed,Low
34,104.8,1.53,22.022550108436693,True,East Summer,government_job,High
59,72.7,1.81,6.1121192432238685,False,Lake Lawrenceland,government_job,Low
26,99.8,1.89,17.403795523661913,True,North Jasmine,business_owner,Medium
27,93.1,1.81,10.994201967332554,False,Heathermouth,business_owner,High
37,110.5,1.55,3.00090951040223,True,Nunezton,retired,Low
47,107.7,1.69,13.506258367850943,True,East Robinland,student,Low
34,101.8,1.83,34.69047560635079,False,Lake Lisahaven,unemployed,Low
31,68.0,1.65,49.67191526895111,True,Lake Jenniferstad,unemployed,High
71,80.5,1.67,27.53674276984384,True,Lake Valerie,freelancer,High
57,65.0,1.75,5.1771029338572365,True,Port Kimberly,retired,High
59,115.3,1.79,1.569097584246723,True,Amberhaven,retired,Low
54,73.2,1.77,0.6089344479566746,False,Maryview,retired,Low
35,89.9,1.89,9.473068114906813,False,Angelahaven,retired,Medium
41,117.3,1.85,27.225442639980663,False,Jasonton,retired,Low
72,69.4,1.81,1.552047178475186,True,Port Melissabury,retired,Low
45,56.4,1.82,10.366635026338855,False,Colemanview,freelancer,Low
51,82.8,1.66,4.561050508144776,False,Marychester,retired,Medium
50,57.0,1.87,18.000554785220245,True,Newtonfort,retired,Medium
42,53.9,1.74,23.904787251672357,True,Saraview,business_owner,Low
73,79.6,1.76,37.35917679745572,False,Eugeneland,business_owner,Medium
58,88.6,1.6,33.43321534651628,True,Debrafurt,government_job,Low
44,72.2,1.85,29.60592445020068,False,Kirstenville,unemployed,Medium
50,54.7,1.62,4.582220625544382,False,Lindseyland,government_job,Low
36,92.9,1.57,20.58059246573017,False,Frankshire,unemployed,Low
69,110.9,1.69,2.333926637174948,True,East Mark,freelancer,High
65,104.2,1.88,25.5298388509325,False,Frederickhaven,private_job,Medium
55,85.3,1.68,2.3594379384813213,False,South Johnhaven,business_owner,High
66,63.1,1.89,41.66179651766032,False,Wilsonfurt,private_job,Medium
66,68.1,1.55,1.207383038000304,False,Williamstad,retired,Medium
31,72.5,1.83,17.93752600839766,False,Barryberg,freelancer,Low
28,106.5,1.76,39.25022058975893,False,South Christopher,business_owner,Medium
28,89.4,1.57,8.862839179858351,True,Kristinmouth,business_owner,Medium
24,106.0,1.76,47.45399482360245,False,West Amy,business_owner,Medium
60,101.5,1.77,0.5713106098453659,False,Stevenland,freelancer,Low
25,67.8,1.68,0.5750880938122473,False,Allenstad,retired,Low
31,111.1,1.83,19.01536691723692,False,Daleland,freelancer,Low
48,93.2,1.68,3.979922477394461,True,Christianport,business_owner,High
22,53.0,1.84,26.61534141973049,True,Davisside,private_job,Medium
68,95.6,1.86,14.955966709358892,False,Jeremyside,business_owner,Medium
48,87.5,1.81,14.847489980391718,False,Lynchland,retired,Low
52,116.5,1.58,5.433522255968791,True,Brownhaven,freelancer,High
75,105.7,1.77,1.0658987121465315,False,Andreaview,retired,High
67,82.9,1.64,49.58721358048051,True,East Yvonne,private_job,High
67,92.0,1.83,40.91241335303877,False,Williamston,private_job,High
61,99.9,1.56,19.18465578716546,False,Flowersview,student,Low
67,79.2,1.66,24.337868427628635,False,Port Christinehaven,unemployed,Low
32,108.0,1.61,44.34683089631917,True,Morenomouth,private_job,Low
36,60.6,1.88,26.90999869158276,True,Harveychester,private_job,High
43,73.0,1.9,0.6342404323088222,False,Port Bryanhaven,student,Medium
57,73.4,1.87,40.75104016404813,False,Mayfurt,government_job,Low
36,70.2,1.85,12.514127337965473,False,Lake Amanda,private_job,Medium
35,108.0,1.81,48.59580893011029,False,New Joel,unemployed,Low
53,58.5,1.78,37.82247048223032,True,North Kellyville,private_job,High
36,92.3,1.63,4.768164240390805,False,Lake Jacobstad,government_job,Low
38,107.7,1.72,35.19646368586341,False,North Robert,private_job,Medium
43,119.8,1.55,8.516086807647124,True,Parksstad,retired,Medium
34,55.0,1.61,12.187280709135106,True,Port Ronald,government_job,Low
52,69.7,1.88,14.512700735468268,True,East Kenneth,unemployed,Medium
63,82.9,1.86,43.23085191032944,False,Janethaven,private_job,High
50,117.9,1.83,13.04077136458119,False,Strongside,business_owner,High
50,65.0,1.69,13.631100340123464,True,East Mirandaville,student,Medium
75,74.4,1.62,0.6193255318583784,True,North Mark,retired,Medium
35,101.6,1.8,1.7403309792465045,False,New Andrewview,retired,High
70,68.9,1.6,28.304589992249355,True,East Jeffrey,retired,Medium
20,89.0,1.72,14.667058194191783,False,Rodrigueztown,unemployed,High
45,82.5,1.63,39.66437054752337,False,Corychester,student,Low
42,59.0,1.57,32.56826213244402,False,West Calebhaven,government_job,Low
44,88.0,1.63,18.732642338888034,False,North Crystal,unemployed,Low
21,87.8,1.65,12.936948403204704,False,Christopherside,government_job,Low
66,110.7,1.65,34.73117019448135,False,Lake Aaron,government_job,High
62,84.0,1.57,46.91294418470338,True,Toddtown,government_job,Low
57,119.8,1.89,1.1535498507341382,False,Kellychester,freelancer,Low
24,85.3,1.69,36.05036859636957,True,Kevinfurt,freelancer,Medium
30,92.3,1.76,6.4752433679491945,False,Garzatown,government_job,Medium
65,90.7,1.6,30.471405519935427,False,West Dennis,student,Low
44,119.6,1.89,29.84914230900384,False,Port Ralphmouth,business_owner,High
61,91.6,1.63,1.0963322592210134,False,Lake Jamestown,retired,High
31,95.7,1.59,0.6674830791696956,False,Lake Ethan,retired,Medium
23,110.4,1.54,0.5723063533722683,False,Rossstad,retired,Medium
32,109.1,1.64,15.84763574425236,False,Proctormouth,unemployed,High
21,101.0,1.87,19.8439636447162,False,Wattsburgh,private_job,High
55,62.7,1.62,2.6932428499995216,True,Claudiaport,student,Medium
27,77.4,1.55,32.51410342459914,False,Lisaside,private_job,Medium
35,66.6,1.59,36.579533099098406,False,East Javier,government_job,Medium
48,65.5,1.85,29.87397404715561,False,East Amanda,freelancer,Medium
54,92.9,1.69,29.862584265015403,True,Nathanielborough,government_job,Low
54,112.8,1.87,14.282943308816908,True,Tiffanyside,private_job,Low
34,59.2,1.8,4.588249718250238,False,Johnview,business_owner,Medium
24,96.6,1.85,21.694146289082923,False,Ricestad,private_job,Low
66,51.4,1.78,46.101269611822886,False,Gonzalezton,unemployed,Low
53,65.6,1.57,2.05079698027937,True,Brianfurt,freelancer,Medium
39,59.9,1.74,3.2819281076548643,False,Patrickchester,unemployed,Medium
75,69.3,1.58,0.5692781451157546,False,Melissaburgh,retired,High
28,79.4,1.69,45.21790480689088,False,East Craig,private_job,Medium
52,116.7,1.54,0.6556448290250168,False,Nicholasland,government_job,Low
21,71.2,1.58,26.9267323157624,True,South Jillian,private_job,Medium
55,119.4,1.89,47.99947629124919,False,New Paula,government_job,High
29,101.6,1.65,20.85629695995693,True,Lake Justin,business_owner,High
35,104.6,1.71,1.1346605067514526,False,West Kevin,retired,Low
31,76.7,1.6,16.60264448791628,True,East Melissa,private_job,High
41,53.9,1.66,23.76578669345537,False,New Amy,unemployed,Low
66,79.3,1.67,37.68364154944307,False,Mendezland,unemployed,Medium
21,105.9,1.57,31.28970080502966,False,West Susan,freelancer,Medium
43,95.2,1.72,1.4755593890151824,False,Santiagobury,government_job,High
30,113.3,1.75,2.7642376246372726,True,Brianside,government_job,Low
22,95.8,1.76,16.607338986326848,True,South Gregory,private_job,Medium
39,115.2,1.78,29.56663745311233,False,North Cynthiaberg,unemployed,Low
67,83.0,1.76,28.23534617956561,False,Lake John,student,High
44,103.4,1.76,9.513344800323807,False,Anthonyville,retired,High
59,61.5,1.75,33.77281578912,False,New Stevenside,government_job,Medium
48,77.3,1.66,10.028328559070744,False,Martinchester,retired,Medium
40,86.7,1.87,14.580766621945756,False,Tracyville,government_job,Low
34,59.8,1.72,27.754239268800735,True,Port Patricia,unemployed,Medium
68,112.5,1.85,19.10880666071113,False,Lewismouth,unemployed,High
35,54.6,1.78,12.042305060110856,False,Trevormouth,freelancer,Medium
50,85.6,1.84,41.94779689518629,False,New Ericafort,private_job,Low
71,65.1,1.6,0.6282949416931842,False,Reedchester,retired,Low
71,96.6,1.7,41.91902337725479,False,North Michael,unemployed,High
74,90.3,1.55,30.657012084067603,True,South Stacy,government_job,High
69,110.2,1.87,1.6446256419924046,True,Grantburgh,retired,Low
51,89.5,1.83,21.77356311174825,False,Peckside,business_owner,Low
69,54.2,1.66,1.4255577885304094,True,Port Kristaport,retired,Low
66,75.8,1.88,5.5833133443226295,False,West Tiffany,business_owner,High
71,119.2,1.88,0.5700147965499219,True,Joseberg,retired,Low
38,72.9,1.68,0.6078655074832917,True,Raychester,government_job,Low
24,118.8,1.76,49.85238148968306,True,Jessicaview,private_job,Low
72,77.7,1.73,1.382337756469321,False,Port Briana,retired,Low
29,103.2,1.86,19.794928872323485,False,Alexanderport,freelancer,High
29,119.7,1.69,16.06294665146031,False,New Jay,retired,High
48,74.0,1.56,1.9627354165078528,True,Lake Shelleyborough,retired,Low
69,75.7,1.66,28.99913136349234,False,Davidchester,freelancer,Medium
71,83.9,1.7,3.557554474557804,False,Villanuevamouth,retired,Medium
42,116.9,1.75,27.79329060225457,False,New Kathleentown,retired,High
70,110.3,1.82,1.6399170958315388,False,North Melissaside,retired,High
73,113.7,1.55,1.319148521991919,True,Port Shannonberg,retired,High
51,63.3,1.58,10.598065973598906,False,Port Robertmouth,government_job,Low
24,52.9,1.64,16.74340418918045,True,Port William,business_owner,Medium
59,55.6,1.83,32.010700394404026,False,East Laura,unemployed,Low
73,73.3,1.88,41.12252002543532,True,North Anthony,government_job,Low
35,86.8,1.67,23.139997919246813,True,New James,government_job,Low
42,83.6,1.58,0.5832263066002713,False,Turnerview,retired,Medium
72,91.6,1.88,20.53633550351673,False,Meyersfort,retired,Low
31,97.1,1.66,8.106018572851767,True,North Jason,freelancer,Low
72,51.9,1.56,31.83156180060102,True,Lake Cynthiachester,unemployed,High
20,68.1,1.83,5.136892223203895,True,Port Cynthiaton,government_job,High
69,51.9,1.57,19.462286819006525,True,Cartertown,government_job,High
54,85.7,1.8,5.085153077108933,False,Lake Jenniferfurt,freelancer,Low
29,77.1,1.72,12.947906144478686,False,Loganmouth,business_owner,High
36,104.6,1.84,10.688576809032668,True,Sanchezmouth,business_owner,Low
31,69.7,1.62,2.591110747109001,True,New Ryanhaven,retired,Low
68,99.0,1.87,15.167833594334375,False,Port Cheryl,retired,High
35,108.5,1.83,35.649117894348066,False,Lake Douglashaven,government_job,High
32,57.1,1.54,49.37951985473029,True,Port Cathy,government_job,Medium
67,87.7,1.64,42.9174705323031,False,East Robert,private_job,Medium
38,85.8,1.56,9.20440184897448,True,Gibsonstad,unemployed,High
59,70.7,1.64,3.1999291164893098,True,Lake Leslie,retired,Low
25,57.2,1.6,5.0351133035347,True,Ortegaside,private_job,Medium
50,70.4,1.89,4.446550034163351,False,Smithchester,retired,Low
60,109.8,1.74,20.48874978557052,False,Lake Ashley,retired,Medium
57,114.6,1.87,48.060021351519765,False,Mckenziefurt,student,Medium
20,85.7,1.87,1.371104462551899,False,North Patrick,business_owner,Medium
73,96.9,1.88,44.00094204819782,True,North Jonathan,business_owner,High
44,106.7,1.81,7.108400807115169,False,Danielville,student,Low
34,99.6,1.86,1.688244598702349,False,Port Markfort,government_job,Low
52,78.4,1.57,4.23917591599429,True,Port Amberburgh,retired,Medium
33,108.4,1.55,25.63636071408097,False,Rodgersland,government_job,High
20,100.8,1.69,6.905512244444899,False,Melissachester,unemployed,Medium
47,64.4,1.89,32.697981547084495,False,Austinton,unemployed,Low
74,61.3,1.89,26.595566701979934,True,South Robert,unemployed,Low
48,117.7,1.6,20.14966926854115,True,Hernandezmouth,unemployed,Low
43,61.0,1.55,10.496556606965337,False,Wrightport,unemployed,Low
61,86.9,1.81,9.415931794572447,False,Powersfort,retired,High
75,114.8,1.75,13.95456613341575,True,North Deniseport,retired,High
67,87.5,1.84,15.11005167456791,False,Lake Rebeccaland,student,Medium
30,53.9,1.69,17.377446251248536,True,Lake George,business_owner,Medium
67,97.5,1.57,4.541310117098077,True,Danielleland,retired,High
39,59.9,1.57,38.93640221624269,True,Gonzalezbury,unemployed,Medium
40,103.6,1.76,15.598027866043292,False,New Teresamouth,government_job,Low
53,102.8,1.67,18.417032809842294,False,Scottchester,government_job,Medium
56,86.5,1.55,7.100329820362382,True,New Amy,freelancer,Low
32,74.2,1.7,29.86700335824816,True,North Katherineberg,unemployed,Low
48,108.6,1.74,10.312117198578438,False,Sanfordshire,freelancer,High
71,72.5,1.55,0.8378211838485734,True,West Andrew,freelancer,High
29,60.2,1.55,30.688261173723618,True,South Rachel,unemployed,Medium
45,51.7,1.9,3.6411954813180953,False,North Ashley,government_job,Low
21,56.1,1.62,49.522746330550376,True,West Zacharystad,private_job,Medium
50,92.6,1.79,38.80841206330953,True,Brockchester,unemployed,High
33,71.0,1.59,8.245277777253111,False,Port Bradley,retired,Medium
62,117.2,1.7,12.330687507682445,False,Maryfurt,government_job,High
22,92.1,1.64,18.13986811840993,True,Port Brandonhaven,government_job,Medium
23,55.3,1.61,5.176916064115317,False,Pooleville,retired,Low
44,106.6,1.64,20.552912700845702,False,Serranoside,student,Medium
63,101.8,1.56,7.373093871341484,False,West Karltown,unemployed,High
58,58.9,1.67,34.63018606507016,False,Maynardburgh,freelancer,Medium
34,53.7,1.85,18.809984434037418,True,West Robertbury,freelancer,Low
70,51.9,1.84,5.613924393278403,True,New Charlesville,student,High
41,75.4,1.82,48.52639384127784,False,South Karinachester,private_job,Medium
58,111.7,1.53,9.544317776201922,False,West Katie,retired,Low
75,97.9,1.74,0.875571846367688,True,South Alicia,retired,Low
30,81.1,1.64,19.02168380300268,True,Victoriaside,government_job,Low
48,92.6,1.61,33.358914701511615,True,Grayland,private_job,Low
71,95.1,1.74,6.51086292320851,False,Rollinsburgh,retired,Medium
58,60.2,1.85,9.0804252430585,True,Theresachester,business_owner,High
28,93.8,1.69,21.996269542290776,False,Dawsonfort,student,Medium
27,71.5,1.65,40.52083427572316,False,Kyletown,unemployed,Low
75,100.7,1.87,18.356262274210145,False,Phillipfurt,freelancer,Low
48,56.9,1.54,6.892253900030254,False,Figueroamouth,government_job,High
33,75.5,1.84,20.573480847281616,True,East Rodneytown,unemployed,Low
73,76.7,1.86,17.29184420028102,True,New Linda,retired,Medium
53,58.3,1.83,36.28053188887431,False,Wrightville,business_owner,Medium
38,105.6,1.59,35.09765466888801,False,North Ryan,government_job,High
58,100.5,1.53,0.943207446395584,False,Laurenberg,retired,Low
26,92.9,1.56,32.461624519295256,False,Nelsonmouth,unemployed,Low
74,99.3,1.6,37.287364878987525,False,Acostaton,freelancer,High
74,72.2,1.86,48.93346293142771,False,West Jennifertown,private_job,High
39,84.2,1.78,8.49122874667528,False,Russellton,retired,Medium
57,57.0,1.85,18.44406700230899,False,Port Jennifer,private_job,Medium
37,84.0,1.74,1.1771524671798876,False,West Jennifer,retired,Low
59,62.4,1.57,3.3221879319402667,False,Thomasview,student,Medium
21,109.6,1.79,1.833528626342758,True,West Danaville,retired,Medium
32,75.9,1.53,44.89559611020999,False,Kathyville,private_job,Low
74,105.5,1.87,9.316545806045616,True,Matthewtown,government_job,High
55,69.7,1.54,1.7388942286045024,False,West Troy,retired,Medium
74,117.2,1.86,13.717195592062373,True,Gonzalesview,student,High
71,91.4,1.9,23.781300647208017,True,East Johnshire,government_job,Low
52,97.6,1.9,25.27607594557648,False,Careybury,private_job,High
19,69.4,1.78,41.49823792277644,True,Leeton,business_owner,High
54,108.5,1.55,1.688140206763981,True,South Lindsey,business_owner,Low
44,59.4,1.68,4.124038557500751,False,Lake Hunter,freelancer,High
38,61.4,1.69,2.1384481428397857,True,South Eddieborough,government_job,High
63,118.4,1.86,11.885935289437631,True,Danielbury,retired,High
21,108.0,1.68,20.532035651625232,True,Dennistown,business_owner,Medium
42,88.1,1.89,26.712810762899103,False,South Dennis,student,Medium
30,106.0,1.71,7.393138528197448,False,Johnview,freelancer,High
52,85.3,1.78,30.373498944201344,True,Francoshire,private_job,Medium
61,61.0,1.72,8.959765791256238,False,South Mandy,student,Medium
66,99.5,1.74,6.316285391245407,False,New Jill,retired,Medium
23,84.7,1.72,12.853740733189948,False,Port Vanessa,government_job,Medium
